total_timesteps,fps,policy_entropy,value_loss,explained_variance,nupdates
20,22,2.1971001625061035,0.0002770670398604125,-13.689108848571777,1
2000,392,2.1970019340515137,7.565722626168281e-05,-2.9389846324920654,100
4000,426,2.1970114707946777,4.1197665268555284e-05,-3.1481518745422363,200
6000,440,2.1957733631134033,0.024413371458649635,0.023230671882629395,300
8000,448,2.196524143218994,0.00011008976434823126,-1.8846089839935303,400
10000,454,2.1970009803771973,4.146884384681471e-05,-1.2805185317993164,500
12000,459,2.1946308612823486,0.0006068229558877647,0.4805627465248108,600
14000,462,2.196606159210205,0.0006957297446206212,-10.874605178833008,700
16000,463,2.196046829223633,0.0009738488006405532,-19.221149444580078,800
18000,464,2.193896532058716,0.000216782238567248,-0.10428977012634277,900
20000,464,2.1928019523620605,0.050257403403520584,0.020704329013824463,1000
22000,465,2.1937248706817627,0.0002656709111761302,-2.6045405864715576,1100
24000,465,2.1933281421661377,0.0007321792654693127,0.03619474172592163,1200
26000,466,2.181373357772827,0.00039056921377778053,0.41864079236984253,1300
28000,466,2.190469264984131,0.009684599004685879,0.03453099727630615,1400
30000,466,2.1875011920928955,0.0024262077640742064,-3.893977165222168,1500
32000,467,2.193391799926758,0.07651306688785553,0.05437135696411133,1600
34000,467,2.192826271057129,0.0002775185857899487,0.7488608062267303,1700
36000,467,2.1905922889709473,0.00033981745946221054,-0.29204392433166504,1800
38000,467,2.1911754608154297,0.000235142681049183,-0.028841376304626465,1900
40000,468,2.1877453327178955,0.00015687404084019363,-0.33124840259552,2000
42000,468,2.1825640201568604,0.0005524064763449132,0.1922069787979126,2100
44000,468,2.1775500774383545,0.04264902323484421,0.06461894512176514,2200
46000,469,2.1804511547088623,0.0003116188454441726,0.5706197619438171,2300
48000,469,2.1804707050323486,0.00015303888358175755,0.194488525390625,2400
50000,469,2.1859946250915527,0.00021950664813630283,0.5725733637809753,2500
52000,470,2.1630756855010986,0.000499121262691915,0.973376702517271,2600
54000,470,2.1847853660583496,0.0006763330893591046,0.7747508138418198,2700
56000,470,2.1719281673431396,0.0004058837948832661,0.9416957944631577,2800
58000,470,2.1823172569274902,0.06824281066656113,0.09567928314208984,2900
60000,470,2.1615004539489746,0.0492270328104496,-0.008156418800354004,3000
62000,470,2.1827316284179688,0.0005801687948405743,0.38947969675064087,3100
64000,470,2.185053825378418,0.10858809947967529,0.0015003085136413574,3200
66000,470,2.18640398979187,0.00035491754533722997,0.8799039050936699,3300
68000,470,2.1873135566711426,0.0002731105196289718,0.8895534425973892,3400
70000,471,2.174065113067627,0.01250333059579134,0.7897264510393143,3500
72000,471,2.1844422817230225,0.0004421981575433165,0.8364167362451553,3600
74000,471,2.1904284954071045,0.0008223410695791245,-0.9079406261444092,3700
76000,471,2.1904332637786865,0.0001367068907711655,0.9722603894770145,3800
78000,472,2.1890087127685547,0.12118528038263321,0.06982868909835815,3900
80000,472,2.1716957092285156,0.003227344248443842,-0.32942652702331543,4000
82000,471,2.188509464263916,0.05335349589586258,0.13130700588226318,4100
84000,471,2.1899514198303223,0.0013342995662242174,0.8656681478023529,4200
86000,471,2.1926987171173096,0.00014297636516857892,0.29268884658813477,4300
88000,472,2.1887030601501465,0.00040808823541738093,0.8049245327711105,4400
90000,471,2.187406539916992,0.0007092526066116989,0.698782205581665,4500
92000,471,2.1897873878479004,0.0004237437970004976,-1.8194935321807861,4600
94000,471,2.1904079914093018,0.0003556423762347549,0.9685601964592934,4700
96000,471,2.174774408340454,0.0012539768358692527,0.08510684967041016,4800
98000,471,2.1817283630371094,0.0005476715741679072,-1.31691312789917,4900
100000,471,2.174140214920044,0.0010315750259906054,0.615368664264679,5000
