fps,nupdates,total_timesteps,value_loss,policy_entropy,explained_variance
28,1,20,0.0007222201093100011,2.197218418121338,-5.456850528717041
613,100,2000,0.14437071979045868,2.197197437286377,0.0038577914237976074
680,200,4000,0.17101675271987915,2.1971182823181152,-0.025457262992858887
703,300,6000,0.08501581102609634,2.1969153881073,0.06251096725463867
718,400,8000,0.004750332795083523,2.1960179805755615,0.11028188467025757
727,500,10000,0.0642317682504654,2.1947426795959473,0.043802738189697266
733,600,12000,0.0398251935839653,2.1881465911865234,0.20347952842712402
738,700,14000,1.3418595790863037,2.1668009757995605,-0.12631988525390625
741,800,16000,0.059444062411785126,2.0944466590881348,0.14073807001113892
743,900,18000,0.04251262545585632,2.021289348602295,-0.10041356086730957
744,1000,20000,0.0012288338039070368,2.1191399097442627,0.7021663188934326
748,1100,22000,0.0689503476023674,2.106922149658203,0.2030940055847168
750,1200,24000,0.08564592897891998,0.3110581934452057,0.3665717840194702
751,1300,26000,0.05881685018539429,2.042527675628662,0.3031545877456665
752,1400,28000,0.07353157550096512,0.8892276883125305,0.6316600143909454
754,1500,30000,0.05138879269361496,2.0759921073913574,-0.20152771472930908
756,1600,32000,0.004801162518560886,2.0999560356140137,0.7047295868396759
757,1700,34000,0.06390643119812012,1.9634548425674438,0.25467151403427124
756,1800,36000,0.027002429589629173,2.048306941986084,0.274819016456604
758,1900,38000,0.10495754331350327,1.9843406677246094,-0.6211483478546143
758,2000,40000,0.13431382179260254,0.1604902446269989,0.5746101140975952
758,2100,42000,0.09993697702884674,2.122295379638672,0.08864206075668335
759,2200,44000,0.2582116425037384,1.4083311557769775,0.5242861211299896
760,2300,46000,0.10099580138921738,2.1418538093566895,0.07885146141052246
760,2400,48000,0.009900251403450966,2.174549102783203,-2.075725793838501
761,2500,50000,0.011898952536284924,1.0928821563720703,0.9367109835147858
761,2600,52000,0.002120355609804392,2.081939458847046,0.9407208152115345
761,2700,54000,0.013580632396042347,2.087292194366455,0.6728235483169556
762,2800,56000,0.11074624210596085,1.600376844406128,0.7423601448535919
762,2900,58000,0.1060696467757225,1.5157780647277832,0.8332996517419815
762,3000,60000,10.953110694885254,0.3118298649787903,0.21233642101287842
762,3100,62000,0.222263902425766,1.6755688190460205,0.6175790727138519
762,3200,64000,0.19794775545597076,1.9688612222671509,0.599172443151474
763,3300,66000,0.014993404038250446,1.496943712234497,0.9845210881903768
763,3400,68000,0.05268679931759834,2.1383819580078125,0.32546788454055786
764,3500,70000,0.23356036841869354,2.106332540512085,0.6415037214756012
763,3600,72000,0.18734434247016907,1.9057378768920898,-1.6390583515167236
764,3700,74000,0.11471708118915558,2.135462522506714,-0.06594836711883545
764,3800,76000,0.04551845043897629,1.8874309062957764,0.666231095790863
764,3900,78000,0.017943624407052994,2.166715145111084,0.869869276881218
764,4000,80000,0.12490721046924591,2.1819815635681152,0.35619646310806274
764,4100,82000,0.05917614698410034,1.5675585269927979,0.8260226249694824
764,4200,84000,0.013162960298359394,1.9644443988800049,0.7579903602600098
764,4300,86000,0.1851593554019928,1.9378257989883423,0.9175101444125175
764,4400,88000,0.14611634612083435,1.4770896434783936,0.9015533030033112
764,4500,90000,0.004689571913331747,2.1865475177764893,0.7178388237953186
764,4600,92000,0.2732833921909332,1.2197178602218628,0.4513944983482361
764,4700,94000,0.03056599758565426,1.8005859851837158,0.9735663179308176
764,4800,96000,0.10013081133365631,1.870397925376892,0.9049356877803802
764,4900,98000,0.04392072930932045,2.0752079486846924,0.8960925936698914
764,5000,100000,0.08557950705289841,2.093524932861328,0.93587975949049
764,5100,102000,0.13985233008861542,1.1333532333374023,0.3916347622871399
764,5200,104000,0.37561869621276855,1.8234708309173584,0.5223897397518158
